time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2024-6-18 22:00,27,25,89,0.6,,350,6,,1010,,17
2024-6-18 23:00,27,25,89,0,,360,7,,1010,,3
2024-6-19 0:00,27,25,89,0,,10,6,,1010,,3
2024-6-19 1:00,27,25,89,0,,190,4,,1010,,3
2024-6-19 2:00,27,25,89,0,,190,4,,1010,,3
2024-6-19 3:00,27,25,89,0,,216,4,,1009,,3
2024-6-19 4:00,27,25,89,0,,233,4,,1009,,3
2024-6-19 5:00,27,25,89,0,,247,2,,1008,,2
2024-6-19 6:00,26,25,94,0,,263,2,,1008,,3
2024-6-19 7:00,26,24,89,0,,254,4,,1008,,5
2024-6-19 8:00,28,25,84,0,,160,6,,1009,,5
2024-6-19 9:00,29,26,84,0,,220,11,,1009,,3
2024-6-19 10:00,30,25.1,75,0.9,,180,9,,1009,,8
2024-6-19 11:00,31,25.1,71,4.3,,180,15,,1009,,9
2024-6-19 12:00,31,23.9,66,0.4,,170,15,,1009,,8
2024-6-19 13:00,31,23.9,66,0.4,,190,17,,1008,,8
2024-6-19 14:00,29,26,84,0.6,,200,9,,1008,,8
2024-6-19 15:00,30,25.1,75,3.2,,210,11,,1007,,9
2024-6-19 16:00,30,23.9,70,0.2,,190,11,,1006,,7
2024-6-19 17:00,30,23.9,70,0.1,,220,15,,1005,,17
2024-6-19 18:00,31,23.9,66,0,,230,13,,1006,,3
2024-6-19 19:00,30,25.1,75,0,,250,7,,1006,,3
2024-6-19 20:00,29,25,79,0,,210,9,,1006,,2
2024-6-19 21:00,29,24.1,75,0,,160,6,,1007,,3
2024-6-19 22:00,28,24,79,0,,119,2,,1008,,3
2024-6-19 23:00,28,25,84,0,,131,2,,1008,,3
2024-6-20 0:00,27,26,94,0,,164,2,,1008,,3
2024-6-20 1:00,27,25,89,0,,106,2,,1008,,3
2024-6-20 2:00,27,25,89,0,,139,4,,1008,,3
2024-6-20 3:00,27,25,89,0,,299,4,,1007,,3
2024-6-20 4:00,27,25,89,0,,328,4,,1007,,3
2024-6-20 5:00,27,26,94,0.4,,294,2,,1007,,8
2024-6-20 6:00,26,25,94,10.8,,210,4,,1008,,18
2024-6-20 7:00,27,25,89,3.7,,140,4,,1008,,9
2024-6-20 8:00,28,25,84,0,,163,2,,1009,,3
2024-6-20 9:00,29,25,79,0,,160,4,,1009,,3
2024-6-20 10:00,30,25.1,75,0,,360,7,,1009,,3
2024-6-20 11:00,31,25.1,71,0.2,,186,7,,1008,,7
2024-6-20 12:00,31,25.1,71,0.3,,200,7,,1008,,8
2024-6-20 13:00,32,23,59,0.6,,212,11,,1007,,8
2024-6-20 14:00,32,24.1,63,4.4,,220,13,,1007,,9
2024-6-20 15:00,32,24.1,63,0.6,,240,11,,1006,,17
2024-6-20 16:00,33,23.9,59,0,,230,11,,1005,,3
2024-6-20 17:00,31,23.9,66,0.3,,230,11,,1005,,17
2024-6-20 18:00,30,25.1,75,0.1,,270,6,,1006,,7
2024-6-20 19:00,30,23,66,0,,200,9,,1007,,3
2024-6-20 20:00,30,25.1,75,1.6,,160,9,,1007,,9
2024-6-20 21:00,29,23,70,0,,150,13,,1008,,3
2024-6-20 22:00,29,24.1,75,0,,190,7,,1009,,3
2024-6-20 23:00,26,22.1,79,0,,250,11,,1009,,3
2024-6-21 0:00,25,23.1,89,0,,206,4,,1009,,3
2024-6-21 1:00,26,24,89,0,,225,2,,1009,,3
2024-6-21 2:00,27,24.1,84,1.3,,209,4,,1009,,9
2024-6-21 3:00,27,24.1,84,1.5,,214,4,,1008,,9
2024-6-21 4:00,24,24,100,1.1,,180,6,,1008,,9
2024-6-21 5:00,24,24,100,4.3,,250,17,,1008,,9
2024-6-21 6:00,24,24,100,0.4,,250,13,,1009,,8
2024-6-21 7:00,23,23,100,1.5,,220,11,,1009,,9
2024-6-21 8:00,24,23,94,0.2,,240,6,,1008,,7
2024-6-21 9:00,25,24,94,0.1,,220,7,,1009,,7
2024-6-21 10:00,26,24,89,0.1,,250,6,,1010,,7
2024-6-21 11:00,27,25,89,0.1,,240,7,,1010,,7
2024-6-21 12:00,29,24.1,75,0,,230,7,,1009,,3
2024-6-21 13:00,29,23,70,0,,220,13,,1008,,3
2024-6-21 14:00,30,23,66,0,,200,13,,1008,,3
2024-6-21 15:00,30,21.9,62,0.7,,230,11,,1007,,8
2024-6-21 16:00,30,21.9,62,0.8,,230,9,,1007,,8
2024-6-21 17:00,30,23,66,0.3,,240,7,,1007,,8
2024-6-21 18:00,29,23,70,0,,210,11,,1008,,3
2024-6-21 19:00,29,24.1,75,0,,240,6,,1008,,3
2024-6-21 20:00,28,24,79,0.2,,210,7,,1009,,7
2024-6-21 21:00,28,24,79,0.2,,246,4,,1009,,7
2024-6-21 22:00,28,25,84,0.6,,234,19.4,,1009,,8
2024-6-21 23:00,28,25,84,0.5,,160,7,,1010,,8
2024-6-22 0:00,28,25,84,0.3,,170,7,,1010,,8
2024-6-22 1:00,28,25,84,0,,200,7,,1010,,3
2024-6-22 2:00,27,25,89,1.7,,249,2,,1009,,18
2024-6-22 3:00,23,22,94,2.3,,260,20,,1011,,9
2024-6-22 4:00,24,24,100,2.1,,230,6,,1010,,9
2024-6-22 5:00,24,24,100,1.8,,230,9,,1010,,9
2024-6-22 6:00,24,24,100,1.1,,230,7,,1010,,9
2024-6-22 7:00,24,23,94,1.4,,240,7,,1010,,9
2024-6-22 8:00,25,23.1,89,0.8,,230,9,,1011,,8
2024-6-22 9:00,25,23.1,89,1.1,,220,7,,1011,,9
2024-6-22 10:00,25,23.1,89,1,,230,13,,1012,,9
2024-6-22 11:00,25,24,94,0.8,,210,15,,1012,,8
2024-6-22 12:00,25,23.1,89,0.4,,210,13,,1012,,8
2024-6-22 13:00,27,23,79,0,,210,11,,1011,,3
2024-6-22 14:00,27,23,79,0,,240,6,,1009,,3
2024-6-22 15:00,28,22.9,74,0,,161,2,,1008,,3
2024-6-22 16:00,28,24,79,0,,161,4,,1007,,3
2024-6-22 17:00,27,24.1,84,0,,150,11,,1007,,3
2024-6-22 18:00,27,23,79,0,,190,13,,1007,,3
2024-6-22 19:00,27,23,79,0,,230,6,,1008,,3
2024-6-22 20:00,26,23.1,84,0,,120,4,,1008,,3
2024-6-22 21:00,27,23,79,0,,206,4,,1009,,3
2024-6-22 22:00,26,23.1,84,0,,170,4,,1009,,3
2024-6-22 23:00,26,24,89,0,,161,2,,1009,,3
2024-6-23 0:00,26,24,89,0,,155,23,,1010,,3
2024-6-23 1:00,26,24,89,0,,156,2,,1009,,3
2024-6-23 2:00,26,25,94,0,,164,4,,1009,,3
2024-6-23 3:00,25,24,94,0,,172,2,,1009,,3
2024-6-23 4:00,25,24,94,0,,172,4,,1008,,3
2024-6-23 5:00,25,25,100,0,,180,4,,1008,,3
2024-6-23 6:00,25,24,94,0,,210,6,,1008,,3
2024-6-23 7:00,25,25,100,0,,177,2,,1009,,3
2024-6-23 8:00,26,25,94,0,,179,4,,1010,,3
2024-6-23 9:00,27,25,89,0,,175,4,,1010,,3
2024-6-23 10:00,29,26,84,0.1,,200,7,,1010,,7
2024-6-23 11:00,30,25.1,75,0,,170,19,,1011,,3
2024-6-23 12:00,30,25.1,75,0,,170,17,,1010,,3
2024-6-23 13:00,30,25.1,75,0.8,,150,9,,1010,,17
2024-6-23 14:00,31,23.1,63,0,,150,11,,1009,,3
2024-6-23 15:00,31,23.9,66,0.2,,140,13,,1008,,17
2024-6-23 16:00,31,23.9,66,0.4,,180,17,,1007,,17
2024-6-23 17:00,32,23,59,0,,150,13,,1007,,3
2024-6-23 18:00,31,23.1,63,0,,130,11,,1007,,3
2024-6-23 19:00,30,23,66,0,,140,7,,1007,,2
2024-6-23 20:00,29,23,70,0,,110,4,,1008,,3
2024-6-23 21:00,28,24,79,0,,160,2,,1008,,3
2024-6-23 22:00,28,24,79,0,,161,2,,1009,,3
2024-6-23 23:00,27,24.1,84,0,,152,2,,1009,,3
2024-6-24 0:00,27,24.1,84,0,,154,2,,1009,,3
2024-6-24 1:00,26,25,94,0,,250,2,,1009,,3
2024-6-24 2:00,26,25,94,0,,167,2,,1008,,3
2024-6-24 3:00,26,25,94,0,,164,2,,1008,,3
2024-6-24 4:00,26,25,94,0,,156,2,,1008,,3
2024-6-24 5:00,26,25,94,0,,260,4,,1008,,3
2024-6-24 6:00,26,25,94,0,,183,2,,1008,,3
2024-6-24 7:00,26,25,94,0,,184,2,,1009,,3
2024-6-24 8:00,27,26,94,0,,196,2,,1009,,3
2024-6-24 9:00,29,26,84,0,,184,2,,1010,,3
2024-6-24 10:00,31,25.1,71,0.1,,180,11,,1010,,17
2024-6-24 11:00,31,23.9,66,0,,210,15,,1010,,3
2024-6-24 12:00,32,25.1,67,0,,190,13,,1010,,3
2024-6-24 13:00,33,25,63,0,,180,15,,1009,,3
2024-6-24 14:00,32,24.1,63,0.1,,170,15,,1008,,7
2024-6-24 15:00,32,25.1,67,0,,200,15,,1007,,3
2024-6-24 16:00,31,23.1,63,0.5,,120,17,,1006,,17
2024-6-24 17:00,30,25.1,75,0.1,,130,9,,1006,,17
2024-6-24 18:00,28,24,79,0,,148,4,,1006,,2
2024-6-24 19:00,28,22.9,74,0,,70,11,,1007,,3
2024-6-24 20:00,27,25,89,0,,40,7,,1007,,3
2024-6-24 21:00,28,25,84,0,,60,4,,1008,,3
2024-6-24 22:00,28,25,84,0,,146,4,,1009,,3
2024-6-24 23:00,29,26,84,0,,120,6,,1009,,3
2024-6-25 0:00,29,26,84,0,,140,7,,1009,,3
2024-6-25 1:00,29,26,84,0,,110,6,,1009,,3
2024-6-25 2:00,29,26,84,0,,141,4,,1008,,3
2024-6-25 3:00,28,26,89,0,,138,2,,1008,,2
2024-6-25 4:00,26.1,24.3,90,0,,145,16.9,,1007.8,,2
2024-6-25 5:00,25.8,24.4,92,0,,157,14,,1007.8,,3
2024-6-25 6:00,26.3,24.5,90,0,,160,10.8,,1007.6,,3
2024-6-25 7:00,26.2,24.6,91,0,,166,9,,1008,,3
2024-6-25 8:00,26.7,24.9,90,0,,177,12.2,,1008.4,,3
2024-6-25 9:00,27.7,24.5,83,0.1,,156,15.5,,1009.2,,17
2024-6-25 10:00,28.5,24.5,79,0,,148,19.4,,1009.1,,3
2024-6-25 11:00,29,25,79,0,,149,14.4,,1009.3,,3
2024-6-25 12:00,29.9,25,75,0,,140,13,,1008.8,,3
2024-6-25 13:00,30.3,24.9,73,0,,134,16.9,,1008.1,,3
2024-6-25 14:00,30.6,24.7,71,0,,138,14.8,,1007.5,,2
2024-6-25 15:00,30.5,24.6,71,0,,136,15.5,,1006.7,,2
2024-6-25 16:00,30.8,24.2,68,0.2,,128,18.4,,1006.1,,17
2024-6-25 17:00,30.3,24.2,70,0.1,,130,18.7,,1005.8,,17
2024-6-25 18:00,29.2,24.3,75,0.2,,129,21.6,,1005.8,,17
2024-6-25 19:00,28.1,24.5,81,0,,120,17.3,,1006.4,,3
2024-6-25 20:00,27.5,24.8,85,0.2,,119,15.8,,1007.5,,17
2024-6-25 21:00,28,26.9,94,0,,125,2,,1008,,3
2024-6-25 22:00,28,26,89,0,,40,7,,1008,,2
2024-6-25 23:00,28,25,84,0,,100,6,,1009,,3
2024-6-26 0:00,28,25,84,0,,110,6,,1008,,3
2024-6-26 1:00,28,25,84,0,,130,7,,1008,,3
2024-6-26 2:00,28,25,84,0,,120,7,,1008,,3
2024-6-26 3:00,28,25,84,0,,106,4,,1007,,2
2024-6-26 4:00,27,25,89,0,,160,6,,1007,,3
2024-6-26 5:00,28,25,84,0,,120,6,,1007,,3
2024-6-26 6:00,28,25,84,0,,130,4,,1007,,3
2024-6-26 7:00,27,25,89,0,,124,13.3,,1007,,3
2024-6-26 8:00,27.5,24.8,85,0,,130,13.7,,1008.3,,3
2024-6-26 9:00,30,26,79,0,,70,11,,1008,,3
2024-6-26 10:00,31,25.1,71,0,,130,9,,1008,,3
2024-6-26 11:00,32,24.1,63,2.7,,120,11,,1008,,18
2024-6-26 12:00,32,24.1,63,0.4,,80,17,,1008,,8
2024-6-26 13:00,32,22.1,56,0.7,,100,13,,1007,,8
2024-6-26 14:00,32,24.1,63,0.1,,90,15,,1007,,17
2024-6-26 15:00,33,23.1,56,0,,80,17,,1006,,3
2024-6-26 16:00,33,23.9,59,0,,100,19,,1005,,3
2024-6-26 17:00,31,23.9,66,0.6,,100,19,,1005,,8
2024-6-26 18:00,31,25.1,71,0,,90,9,,1006,,3
2024-6-26 19:00,27,24.1,84,0.4,,250,13,,1007,,17
2024-6-26 20:00,27,24.1,84,0.7,,102,4,,1007,,17
2024-6-26 21:00,27,24.1,84,0,,73,4,,1008,,3
2024-6-26 22:00,27,25,89,0,,37,2,,1009,,3
2024-6-26 23:00,28,25,84,0,,340,4,,1010,,3
2024-6-27 0:00,27,25,89,0,,33,4,,1010,,3
2024-6-27 1:00,27,25,89,0,,19,4,,1010,,3
2024-6-27 2:00,27,26,94,0,,30,2,,1009,,3
2024-6-27 3:00,27,25,89,0,,38,2,,1009,,3
2024-6-27 4:00,27,25,89,0.5,,30,6,,1009,,17
2024-6-27 5:00,27,25,89,0,,56,4,,1008,,5
2024-6-27 6:00,26,25,94,0,,36,2,,1009,,5
2024-6-27 7:00,26,25,94,0,,320,2,,1009,,3
2024-6-27 8:00,27,25,89,0.4,,276,2,,1009,,8
2024-6-27 9:00,28,25,84,0.7,,33,2,,1010,,8
2024-6-27 10:00,28,25,84,0,,120,6,,1010,,3
2024-6-27 11:00,30,26,79,0,,100,9,,1010,,3
2024-6-27 12:00,31,25.1,71,0.4,,130,11,,1009,,8
2024-6-27 13:00,31,23.9,66,5.6,,100,15,,1009,,9
2024-6-27 14:00,31,25.1,71,0,,130,13,,1009,,3
2024-6-27 15:00,32,24.1,63,0.5,,90,15,,1008,,8
2024-6-27 16:00,31,25.1,71,0.3,,70,19,,1007,,8
2024-6-27 17:00,30,23.9,70,0,,90,15,,1007,,3
2024-6-27 18:00,30,25.1,75,0,,110,11,,1007,,3
2024-6-27 19:00,29,24.1,75,0,,90,9,,1008,,2
2024-6-27 20:00,29,25,79,0,,80,11,,1008,,3
2024-6-27 21:00,28,25,84,0,,60,6,,1009,,3
2024-6-27 22:00,28,25,84,0,,60,7,,1010,,3
2024-6-27 23:00,28,25,84,0,,60,4,,1010,,3
2024-6-28 0:00,28,25,84,0,,70,4,,1010,,5
2024-6-28 1:00,28,25,84,0,,60,7,,1009,,5
2024-6-28 2:00,28,25,84,0,,40,6,,1009,,5
2024-6-28 3:00,28,25,84,0,,15,4,,1009,,5
2024-6-28 4:00,27,24.1,84,0,,30,6,,1009,,5
2024-6-28 5:00,27,24.1,84,0.2,,333,2,,1009,,7
2024-6-28 6:00,28,24,79,0,,60,6,,1009,,5
2024-6-28 7:00,27,24.1,84,0,,100,4,,1010,,5
2024-6-28 8:00,29,25,79,0,,62,10.4,,1010,,5
2024-6-28 9:00,30,25.1,75,0,,148,4,,1011,,5
2024-6-28 10:00,30,23.9,70,0,,70,9,,1011,,3
2024-6-28 11:00,31,23.9,66,0,,100,13,,1011,,3
2024-6-28 12:00,31,23.1,63,0,,90,9,,1010,,3
2024-6-28 13:00,33,23.9,59,0,,90,9,,1009,,3
2024-6-28 14:00,31,23.9,66,0.2,,140,13,,1009,,7
2024-6-28 15:00,29,24.1,75,0,,70,20,,1008,,3
2024-6-28 16:00,29,23,70,0.5,,89,2,,1008,,8
2024-6-28 17:00,30,21.9,62,0.2,,113,4,,1007,,17
2024-6-28 18:00,30,23,66,1,,50,6,,1007,,18
2024-6-28 19:00,29,24.1,75,0.2,,110,9,,1008,,17
2024-6-28 20:00,29,24.1,75,0,,153,4,,1009,,2
2024-6-28 21:00,28,24,79,0,,217,2,,1010,,2
2024-6-28 22:00,29,24.1,75,0,,40,6,,1010,,3
2024-6-28 23:00,28,25,84,0,,181,2,,1010,,3
2024-6-29 0:00,27,26,94,0,,162,2,,1010,,3
2024-6-29 1:00,27,25,89,0,,170,4,,1010,,3
2024-6-29 2:00,27,25,89,0,,170,2,,1009,,3
2024-6-29 3:00,27,25,89,0,,169,2,,1009,,3
2024-6-29 4:00,27,25,89,0,,198,2,,1009,,3
2024-6-29 5:00,26,25,94,0,,248,2,,1009,,3
2024-6-29 6:00,26,25,94,0,,220,2,,1009,,3
2024-6-29 7:00,26,25,94,4.7,,277,4,,1010,,9
2024-6-29 8:00,27,25,89,0.8,,229,4,,1010,,8
2024-6-29 9:00,28,25,84,0,,218,4,,1011,,5
2024-6-29 10:00,28,24,79,0,,170,7,,1012,,3
2024-6-29 11:00,26,24,89,0.1,,190,7,,1012,,7
2024-6-29 12:00,28,25,84,0.2,,220,13,,1011,,7
2024-6-29 13:00,30,25.1,75,0.2,,198,4,,1010,,17
2024-6-29 14:00,30,23.9,70,0.1,,180,9,,1009,,17
2024-6-29 15:00,31,23.9,66,0.4,,210,9,,1008,,17
2024-6-29 16:00,31,23.9,66,0.1,,130,11,,1008,,7
2024-6-29 17:00,32,24.1,63,0,,130,9,,1008,,3
2024-6-29 18:00,31,23.9,66,0.1,,140,9,,1008,,7
2024-6-29 19:00,30,23.9,70,0,,120,11,,1008,,3
2024-6-29 20:00,29,23,70,0,,110,7,,1010,,3
2024-6-29 21:00,29,23,70,0,,100,6,,1010,,3
2024-6-29 22:00,29,23,70,0,,140,6,,1011,,3
2024-6-29 23:00,29,24.1,75,0,,130,4,,1011,,3
2024-6-30 0:00,28,24,79,0,,154,2,,1011,,3
2024-6-30 1:00,28,25,84,0,,159,14.8,,1011,,3
2024-6-30 2:00,28,25,84,0,,153,2,,1011,,2
2024-6-30 3:00,28,24,79,0,,120,6,,1010,,3
2024-6-30 4:00,28,25,84,0,,120,6,,1010,,3
2024-6-30 5:00,27,25,89,0,,138,2,,1010,,3
2024-6-30 6:00,27,26,94,2.1,,280,4,,1010,,9
2024-6-30 7:00,27,25,89,0.2,,230,6,,1011,,7
2024-6-30 8:00,27,25,89,0.1,,200,9,,1011,,7
2024-6-30 9:00,25,24,94,0,,240,11,,1012,,3
2024-6-30 10:00,25,23.1,89,0.2,,240,11,,1013,,7
2024-6-30 11:00,24,23,94,0.2,,240,9,,1014,,7
2024-6-30 12:00,24,23,94,2,,240,9,,1013,,9
2024-6-30 13:00,24,23,94,1,,230,7,,1012,,9
2024-6-30 14:00,25,24,94,2.3,,230,6,,1011,,9
2024-6-30 15:00,26,24,89,0.6,,196,4,,1010,,8
2024-6-30 16:00,26,24,89,0.3,,212,4,,1010,,8
2024-6-30 17:00,26,24,89,0.3,,176,4,,1009,,8
2024-6-30 18:00,26,24,89,0.3,,255,4,,1009,,8
2024-6-30 19:00,26,24,89,0,,200,6,,1009,,3
2024-6-30 20:00,26,24,89,0,,295,4,,1010,,3
2024-6-30 21:00,26,24,89,0,,316,4,,1011,,3
2024-6-30 22:00,26,24,89,0,,306,4,,1012,,3
2024-6-30 23:00,26,25,94,0,,316,2,,1012,,3
2024-1-1 0:00,25,25,100,0,,21,3.6,,1011,,3
2024-1-1 1:00,25,25,100,0,,21,3.6,,1011,,3
2024-1-1 2:00,26,25,94,0,,27,1.8,,1010,,3
2024-1-1 3:00,26,25,94,0,,19,3.6,,1009,,3
2024-1-1 4:00,26,25,94,0,,10,7.6,,1009,,3
2024-1-1 5:00,26,25,94,0,,340,3.6,,1009,,3
2024-1-1 6:00,26,25,94,0.1,,11,3.6,,1009,,7
2024-1-1 7:00,26,24,89,0,,20,7.6,,1010,,3
2024-1-1 8:00,26,25,94,0,,40,5.4,,1010,,3
2024-1-1 9:00,26,25,94,0,,350,5.4,,1011,,3
2024-1-1 10:00,27,25,89,0.1,,350,5.4,,1012,,7
2024-1-1 11:00,27,25,89,0.1,,350,3.6,,1012,,7
2024-1-1 12:00,26,25,94,1.6,,330,5.4,,1011,,9
2024-1-1 13:00,28,25,84,1.9,,60,9.4,,1011,,9
2024-1-1 14:00,26,25,94,0.2,,50,7.6,,1010,,7
2024-1-1 15:00,25,24,94,6.7,,130,9.4,,1009,,9
2024-1-1 16:00,25,25,100,0.1,,50,11.2,,1009,,7
2024-1-1 17:00,25,24,94,1.6,,70,9.4,,1009,,9
2024-1-1 18:00,25,24,94,0.2,,110,3.6,,1009,,7
2024-1-1 19:00,25,24,94,0,,40,5.4,,1010,,3
2024-1-1 20:00,25,24,94,0,,20,13,,1010,,3
2024-1-1 21:00,25,24,94,0,,40,9.4,,1011,,3
2024-1-1 22:00,25,24,94,0,,20,11.2,,1011,,2
2024-1-1 23:00,25,25,100,0,,60,9.4,,1011,,3
2024-1-2 0:00,25,24,94,0,,50,7.6,,1011,,3
2024-1-2 1:00,25,24,94,0,,30,5.4,,1011,,3
2024-1-2 2:00,25,23.1,89,0,,360,5.4,,1010,,2
2024-1-2 3:00,24,24,100,0,,110,3.6,,1010,,3
2024-1-2 4:00,24,24,100,0,,270,1.8,,1009,,3
2024-1-2 5:00,24,24,100,0,,357,3.6,,1009,,3
2024-1-2 6:00,25,24,94,0,,339,1.8,,1009,,3
2024-1-2 7:00,25,24,94,0,,329,3.6,,1009,,3
2024-1-2 8:00,26,25,94,0,,20,7.6,,1010,,3
2024-1-2 9:00,27,25,89,0,,10,9.4,,1011,,3
2024-1-2 10:00,28,24,79,0,,360,9.4,,1011,,3
2024-1-2 11:00,29,25,79,0.1,,350,11.2,,1011,,7
2024-1-2 12:00,29,24.1,75,0.4,,360,7.6,,1011,,8
2024-1-2 13:00,31,25.1,71,0,,360,9.4,,1010,,3
2024-1-2 14:00,32,25.1,67,1.9,,30,7.6,,1008,,9
2024-1-2 15:00,31,25.1,71,4.3,,30,16.6,,1008,,18
2024-1-2 16:00,31,23.9,66,1.6,,20,18.4,,1007,,9
2024-1-2 17:00,30,23.9,70,0.9,,30,22.3,,1007,,8
2024-1-2 18:00,29,24.1,75,0,,30,22.3,,1008,,3
2024-1-2 19:00,28,24,79,0,,30,20.5,,1008,,3
2024-1-2 20:00,28,22.9,74,0,,20,18.4,,1010,,2
2024-1-2 21:00,27,24.1,84,0,,30,16.6,,1011,,3
2024-1-2 22:00,27,24.1,84,0,,20,11.2,,1011,,3
2024-1-2 23:00,27,24.1,84,0,,20,11.2,,1011,,3
2024-1-3 0:00,27,24.1,84,0,,20,18.4,,1011,,3
2024-1-3 1:00,26,24,89,0,,30,14.8,,1011,,3
2024-1-3 2:00,26,24,89,0,,20,9.4,,1010,,3
2024-1-3 3:00,26,24,89,0,,20,7.6,,1009,,3
2024-1-3 4:00,26,24,89,0,,340,3.6,,1009,,3
2024-1-3 5:00,26,24,89,0,,20,7.6,,1009,,3
2024-1-3 6:00,26,24,89,0,,40,9.4,,1009,,3
2024-1-3 7:00,26,25,94,0,,20,7.6,,1009,,3
2024-1-3 8:00,26,25,94,0,,20,5.4,,1010,,3
2024-1-3 9:00,27,25,89,0,,353,3.6,,1011,,3
2024-1-3 10:00,27,25,89,0.2,,10,5.4,,1012,,7
2024-1-3 11:00,28,25,84,0.3,,350,9.4,,1011,,8
2024-1-3 12:00,29,25,79,0.1,,350,11.2,,1010,,7
2024-1-3 13:00,30,23.9,70,0.2,,20,14.8,,1010,,7
2024-1-3 14:00,31,23.9,66,1.5,,350,13,,1009,,9
2024-1-3 15:00,31,23.9,66,0.2,,350,11.2,,1007,,7
2024-1-3 16:00,26,25,94,7.1,,40,27.7,,1007,,18
2024-1-3 17:00,28,25,84,1.4,,30,14.8,,1007,,9
2024-1-3 18:00,28,25,84,0.2,,30,7.6,,1007,,7
2024-1-3 19:00,27,25,89,0.3,,30,11.2,,1008,,8
2024-1-3 20:00,28,25,84,0,,30,14.8,,1009,,3
2024-1-3 21:00,27,25,89,0,,20,13,,1010,,3
2024-1-3 22:00,27,25,89,0.9,,360,5.4,,1010,,8
2024-1-3 23:00,27,25,89,2.8,,350,3.6,,1010,,9
2024-1-4 0:00,27,24.1,84,0,,350,5.4,,1010,,3
2024-1-4 1:00,27,24.1,84,0.2,,350,5.4,,1009,,17
2024-1-4 2:00,26,25,94,1,,20,13,,1009,,9
2024-1-4 3:00,26,24,89,0.8,,350,7.6,,1009,,8
2024-1-4 4:00,25,25,100,0.2,,337,3.6,,1008,,7
2024-1-4 5:00,25,24,94,0.2,,10,13,,1008,,7
2024-1-4 6:00,24,23,94,0.6,,10,14.8,,1009,,8
2024-1-4 7:00,24,23,94,0.1,,50,9.4,,1010,,7
2024-1-4 8:00,24,24,100,0,,350,9.4,,1011,,3
2024-1-4 9:00,24,23,94,0,,330,7.6,,1012,,3
2024-1-4 10:00,24,24,100,0,,20,14.8,,1013,,3
2024-1-4 11:00,24,24,100,0.3,,330,9.4,,1013,,8
2024-1-4 12:00,25,24,94,0,,300,7.6,,1012,,3
2024-1-4 13:00,26,24,89,0.2,,340,9.4,,1011,,17
2024-1-4 14:00,25,24,94,8.4,,7,3.6,,1010,,9
2024-1-4 15:00,26,24,89,2.3,,10,7.6,,1009,,9
2024-1-4 16:00,26,25,94,1.4,,10,9.4,,1009,,9
2024-1-4 17:00,26,24,89,0.2,,20,11.2,,1009,,7
2024-1-4 18:00,25,24,94,0.2,,60,11.2,,1009,,7
2024-1-4 19:00,25,24,94,0,,20,13,,1010,,3
2024-1-4 20:00,25,24,94,0,,350,7.6,,1010,,3
2024-1-4 21:00,25,24,94,0,,340,7.6,,1011,,3
2024-1-4 22:00,25,24,94,0,,360,7.6,,1011,,3
2024-1-4 23:00,25,24,94,0,,340,5.4,,1011,,3
2024-1-5 0:00,25,24,94,0,,350,5.4,,1011,,3
2024-1-5 1:00,25,24,94,0,,10,7.6,,1011,,3
2024-1-5 2:00,25,24,94,0,,10,7.6,,1010,,3
2024-1-5 3:00,25,24,94,0,,20,11.2,,1009,,3
2024-1-5 4:00,25,24,94,0,,30,9.4,,1009,,3
2024-1-5 5:00,25,24,94,0,,20,9.4,,1009,,3
2024-1-5 6:00,24,24,100,0,,30,9.4,,1009,,3
2024-1-5 7:00,25,24,94,0,,30,11.2,,1009,,3
2024-1-5 8:00,25,24,94,0,,20,16.6,,1010,,3
2024-1-5 9:00,26,24,89,0,,10,9.4,,1012,,3
2024-1-5 10:00,27,25,89,0,,360,9.4,,1012,,3
2024-1-5 11:00,28,25,84,0.2,,360,11.2,,1011,,7
2024-1-5 12:00,28,25,84,0.2,,10,11.2,,1011,,7
2024-1-5 13:00,27,25,89,0.1,,360,5.4,,1010,,7
2024-1-5 14:00,27,26,94,0,,40,13,,1010,,3
2024-1-5 15:00,28,26,89,0.2,,40,14.8,,1009,,7
2024-1-5 16:00,30,25.1,75,0.4,,50,22.3,,1008,,8
2024-1-5 17:00,29,25,79,0.5,,40,25.9,,1008,,8
2024-1-5 18:00,29,25,79,0.3,,20,20.5,,1009,,8
2024-1-5 19:00,27,25,89,0.1,,40,13,,1009,,7
2024-1-5 20:00,27,25,89,0,,40,14.8,,1010,,3
2024-1-5 21:00,27,25,89,0,,40,13,,1011,,3
2024-1-5 22:00,27,25,89,0,,10,7.6,,1011,,3
2024-1-5 23:00,26,25,94,0,,30,7.6,,1011,,3
2024-1-6 0:00,26,25,94,0,,10,5.4,,1011,,3
2024-1-6 1:00,26,25,94,0.9,,30,9.4,,1011,,17
2024-1-6 2:00,26,25,94,1.1,,350,9.4,,1011,,18
2024-1-6 3:00,26,25,94,0.8,,350,9.4,,1010,,8
2024-1-6 4:00,26,24,89,0,,10,7.6,,1009,,3
2024-1-6 5:00,25,24,94,0,,40,9.4,,1009,,3
2024-1-6 6:00,25,24,94,0.2,,20,3.6,,1010,,7
2024-1-6 7:00,25,25,100,0,,360,3.6,,1010,,3
2024-1-6 8:00,26,25,94,0,,332,1.8,,1011,,3
2024-1-6 9:00,27,25,89,0,,340,7.6,,1011,,3
